"","BpS_Name","refLabel","refCur","Percent"
"120","Laurentian-Acadian Pine-Hemlock-Hardwood Forest","Water","currentPercent",NA
"121","Laurentian-Acadian Pine-Hemlock-Hardwood Forest","UN","refPercent",0
"122","Laurentian-Acadian Pine-Hemlock-Hardwood Forest","UN","currentPercent",NA
"123","Laurentian-Acadian Pine-Hemlock-Hardwood Forest","UE","refPercent",0
"124","Laurentian-Acadian Pine-Hemlock-Hardwood Forest","UE","currentPercent",0
"125","Laurentian-Acadian Pine-Hemlock-Hardwood Forest","A","refPercent",3
"126","Laurentian-Acadian Pine-Hemlock-Hardwood Forest","A","currentPercent",0
"127","Laurentian-Acadian Pine-Hemlock-Hardwood Forest","B","refPercent",16
"128","Laurentian-Acadian Pine-Hemlock-Hardwood Forest","B","currentPercent",0
"129","Laurentian-Acadian Pine-Hemlock-Hardwood Forest","C","refPercent",39
"130","Laurentian-Acadian Pine-Hemlock-Hardwood Forest","C","currentPercent",0
"131","Laurentian-Acadian Pine-Hemlock-Hardwood Forest","D","refPercent",42
"132","Laurentian-Acadian Pine-Hemlock-Hardwood Forest","D","currentPercent",83
"133","Laurentian-Acadian Pine-Hemlock-Hardwood Forest","E","refPercent",NA
"134","Laurentian-Acadian Pine-Hemlock-Hardwood Forest","E","currentPercent",NA
"135","Laurentian-Acadian Pine-Hemlock-Hardwood Forest","Agriculture","refPercent",0
"136","Laurentian-Acadian Pine-Hemlock-Hardwood Forest","Agriculture","currentPercent",2
"137","Laurentian-Acadian Pine-Hemlock-Hardwood Forest","Developed","refPercent",0
"138","Laurentian-Acadian Pine-Hemlock-Hardwood Forest","Developed","currentPercent",8
"139","Laurentian-Acadian Pine-Hemlock-Hardwood Forest","Water","refPercent",0
"140","Laurentian-Acadian Pine-Hemlock-Hardwood Forest","Water","currentPercent",NA
"141","Laurentian-Acadian Pine-Hemlock-Hardwood Forest","UN","refPercent",0
"142","Laurentian-Acadian Pine-Hemlock-Hardwood Forest","UN","currentPercent",NA
"143","Laurentian-Acadian Pine-Hemlock-Hardwood Forest","UE","refPercent",0
"144","Laurentian-Acadian Pine-Hemlock-Hardwood Forest","UE","currentPercent",3
"145","Boreal Acidic Peatland Systems","A","refPercent",14
"146","Boreal Acidic Peatland Systems","A","currentPercent",0
"147","Boreal Acidic Peatland Systems","A","refPercent",14
"148","Boreal Acidic Peatland Systems","A","currentPercent",2
"149","Boreal Acidic Peatland Systems","B","refPercent",16
"150","Boreal Acidic Peatland Systems","B","currentPercent",2
"151","Boreal Acidic Peatland Systems","C","refPercent",38
"152","Boreal Acidic Peatland Systems","C","currentPercent",24
"153","Boreal Acidic Peatland Systems","C","refPercent",38
"154","Boreal Acidic Peatland Systems","C","currentPercent",22
"155","Boreal Acidic Peatland Systems","D","refPercent",23
"156","Boreal Acidic Peatland Systems","D","currentPercent",72
"157","Boreal Acidic Peatland Systems","D","refPercent",23
"158","Boreal Acidic Peatland Systems","D","currentPercent",69
"159","Boreal Acidic Peatland Systems","E","refPercent",9
"160","Boreal Acidic Peatland Systems","E","currentPercent",0
"161","Boreal Acidic Peatland Systems","Agriculture","refPercent",0
"162","Boreal Acidic Peatland Systems","Agriculture","currentPercent",1
"163","Boreal Acidic Peatland Systems","Agriculture","refPercent",0
"164","Boreal Acidic Peatland Systems","Agriculture","currentPercent",0
"165","Boreal Acidic Peatland Systems","Developed","refPercent",0
"166","Boreal Acidic Peatland Systems","Developed","currentPercent",1
"167","Boreal Acidic Peatland Systems","Developed","refPercent",0
"168","Boreal Acidic Peatland Systems","Developed","currentPercent",1
"169","Boreal Acidic Peatland Systems","Water","refPercent",0
"170","Boreal Acidic Peatland Systems","Water","currentPercent",NA
"171","Boreal Acidic Peatland Systems","UN","refPercent",0
"172","Boreal Acidic Peatland Systems","UN","currentPercent",0
"173","Boreal Acidic Peatland Systems","UN","refPercent",0
"174","Boreal Acidic Peatland Systems","UN","currentPercent",1
"175","Boreal Acidic Peatland Systems","UE","refPercent",0
"176","Boreal Acidic Peatland Systems","UE","currentPercent",0
"177","Boreal Acidic Peatland Systems","UE","refPercent",0
"178","Boreal Acidic Peatland Systems","UE","currentPercent",0
"179","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","A","refPercent",14
"180","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","A","currentPercent",0
"181","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","A","refPercent",14
"182","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","A","currentPercent",3
"183","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","B","refPercent",11
"184","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","B","currentPercent",1
"185","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","B","refPercent",11
"186","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","B","currentPercent",3
"187","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","C","refPercent",21
"188","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","C","currentPercent",17
"189","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","C","refPercent",21
"190","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","C","currentPercent",19
"191","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","D","refPercent",54
"192","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","D","currentPercent",76
"193","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","D","refPercent",54
"194","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","D","currentPercent",71
"195","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","E","refPercent",NA
"196","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","E","currentPercent",NA
"197","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Agriculture","refPercent",0
"198","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Agriculture","currentPercent",1
"199","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Agriculture","refPercent",0
"200","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Agriculture","currentPercent",0
"201","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Developed","refPercent",0
"202","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Developed","currentPercent",2
"203","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Developed","refPercent",0
"204","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Developed","currentPercent",1
"205","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Water","refPercent",0
"206","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Water","currentPercent",NA
"207","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","UN","refPercent",0
"208","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","UN","currentPercent",NA
"209","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","UE","refPercent",0
"210","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","UE","currentPercent",0
"211","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","UE","refPercent",0
"212","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","UE","currentPercent",0
